"put end",3,"put","end"
"put first",3,"put","first"
"put much",3,"put","much"
"put new",3,"put","new"
"put place",3,"put","place"
"qualiti life",3,"qualiti","life"
"question ask",3,"question","ask"
"question love",3,"question","love"
"quit well",3,"quit","well"
"r u",3,"r","u"
"radio show",3,"radio","show"
"rais kid",3,"rais","kid"
"rais money",3,"rais","money"
"rais tax",3,"rais","tax"
"rang percent",3,"rang","percent"
"rate review",3,"rate","review"
"rather like",3,"rather","like"
"reach goal",3,"reach","goal"
"reach voter",3,"reach","voter"
"read everi",3,"read","everi"
"read good",3,"read","good"
"read much",3,"read","much"
"read say",3,"read","say"
"read tweet",3,"read","tweet"
"reader can",3,"reader","can"
"readi just",3,"readi","just"
"readi take",3,"readi","take"
"readi will",3,"readi","will"
"real good",3,"real","good"
"realli bad",3,"realli","bad"
"realli cant",3,"realli","cant"
"realli chang",3,"realli","chang"
"realli didnt",3,"realli","didnt"
"realli end",3,"realli","end"
"realli expens",3,"realli","expens"
"realli hard",3,"realli","hard"
"realli late",3,"realli","late"
"realli put",3,"realli","put"
"realli soon",3,"realli","soon"
"realli special",3,"realli","special"
"realli strong",3,"realli","strong"
"realli sure",3,"realli","sure"
"realli talk",3,"realli","talk"
"reason go",3,"reason","go"
"reason just",3,"reason","just"
"recent discov",3,"recent","discov"
"recent week",3,"recent","week"
"record last",3,"record","last"
"record studio",3,"record","studio"
"red cross",3,"red","cross"
"red meat",3,"red","meat"
"red onion",3,"red","onion"
"refus give",3,"refus","give"
"regist voter",3,"regist","voter"
"registr requir",3,"registr","requir"
"regularseason game",3,"regularseason","game"
"releas monday",3,"releas","monday"
"releas parti",3,"releas","parti"
"releas thursday",3,"releas","thursday"
"religi freedom",3,"religi","freedom"
"rememb one",3,"rememb","one"
"rep gabriell",3,"rep","gabriell"
"report card",3,"report","card"
"report time",3,"report","time"
"republican presidenti",3,"republican","presidenti"
"research can",3,"research","can"
"respons im",3,"respons","im"
"rest famili",3,"rest","famili"
"rest life",3,"rest","life"
"rest time",3,"rest","time"
"rest us",3,"rest","us"
"return call",3,"return","call"
"revolv around",3,"revolv","around"
"rhode island",3,"rhode","island"
"rice cook",3,"rice","cook"
"richard grenel",3,"richard","grenel"
"richmond va",3,"richmond","va"
"rick perri",3,"rick","perri"
"rick scott",3,"rick","scott"
"right day",3,"right","day"
"right lol",3,"right","lol"
"right right",3,"right","right"
"right said",3,"right","said"
"right time",3,"right","time"
"ring around",3,"ring","around"
"ring pull",3,"ring","pull"
"risk die",3,"risk","die"
"river plan",3,"river","plan"
"road near",3,"road","near"
"robinson said",3,"robinson","said"
"rock n",3,"rock","n"
"rock paper",3,"rock","paper"
"role life",3,"role","life"
"romant comedi",3,"romant","comedi"
"room one",3,"room","one"
"room temperatur",3,"room","temperatur"
"room upstair",3,"room","upstair"
"round play",3,"round","play"
"royal oak",3,"royal","oak"
"rt dont",3,"rt","dont"
"rt great",3,"rt","great"
"rt hope",3,"rt","hope"
"rt just",3,"rt","just"
"rt look",3,"rt","look"
"rt new",3,"rt","new"
"run four",3,"run","four"
"run huge",3,"run","huge"
"run offic",3,"run","offic"
"ryan said",3,"ryan","said"
"s s",3,"s","s"
"sacr heart",3,"sacr","heart"
"sad see",3,"sad","see"
"said also",3,"said","also"
"said bank",3,"said","bank"
"said besid",3,"said","besid"
"said bill",3,"said","bill"
"said bodi",3,"said","bodi"
"said citi",3,"said","citi"
"said come",3,"said","come"
"said council",3,"said","council"
"said coupl",3,"said","coupl"
"said david",3,"said","david"
"said district",3,"said","district"
"said expect",3,"said","expect"
"said feder",3,"said","feder"
"said first",3,"said","first"
"said former",3,"said","former"
"said get",3,"said","get"
"said give",3,"said","give"
"said investig",3,"said","investig"
"said ive",3,"said","ive"
"said jim",3,"said","jim"
"said john",3,"said","john"
"said last",3,"said","last"
"said late",3,"said","late"
"said meet",3,"said","meet"
"said much",3,"said","much"
"said must",3,"said","must"
"said noth",3,"said","noth"
"said number",3,"said","number"
"said offic",3,"said","offic"
"said rate",3,"said","rate"
"said realiz",3,"said","realiz"
"said realli",3,"said","realli"
"said right",3,"said","right"
"said school",3,"said","school"
"said suspect",3,"said","suspect"
"said tell",3,"said","tell"
"said tim",3,"said","tim"
"said two",3,"said","two"
"said use",3,"said","use"
"said wasnt",3,"said","wasnt"
"said wish",3,"said","wish"
"said wouldnt",3,"said","wouldnt"
"said yearold",3,"said","yearold"
"sale percent",3,"sale","percent"
"salt water",3,"salt","water"
"san antonio",3,"san","antonio"
"santa barbara",3,"santa","barbara"
"saturday april",3,"saturday","april"
"saudi arabia",3,"saudi","arabia"
"sauvignon blanc",3,"sauvignon","blanc"
"save life",3,"save","life"
"save live",3,"save","live"
"save million",3,"save","million"
"save time",3,"save","time"
"save world",3,"save","world"
"say goodby",3,"say","goodby"
"say hes",3,"say","hes"
"say ive",3,"say","ive"
"say kind",3,"say","kind"
"say know",3,"say","know"
"say littl",3,"say","littl"
"say live",3,"say","live"
"say much",3,"say","much"
"say now",3,"say","now"
"say reason",3,"say","reason"
"say said",3,"say","said"
"say start",3,"say","start"
"say think",3,"say","think"
"say time",3,"say","time"
"say word",3,"say","word"
"say yearold",3,"say","yearold"
"scene structur",3,"scene","structur"
"scholarship program",3,"scholarship","program"
"school build",3,"school","build"
"school busi",3,"school","busi"
"school day",3,"school","day"
"school rock",3,"school","rock"
"scienc center",3,"scienc","center"
"score run",3,"score","run"
"score two",3,"score","two"
"scott counti",3,"scott","counti"
"season averag",3,"season","averag"
"season now",3,"season","now"
"season one",3,"season","one"
"season open",3,"season","open"
"season ticket",3,"season","ticket"
"season two",3,"season","two"
"second career",3,"second","career"
"second season",3,"second","season"
"second second",3,"second","second"
"secret servic",3,"secret","servic"
"secur will",3,"secur","will"
"see anyth",3,"see","anyth"
"see back",3,"see","back"
"see book",3,"see","book"
"see come",3,"see","come"
"see famili",3,"see","famili"
"see finish",3,"see","finish"
"see friend",3,"see","friend"
"see game",3,"see","game"
"see girl",3,"see","girl"
"see good",3,"see","good"
"see mani",3,"see","mani"
"see pictur",3,"see","pictur"
"see rest",3,"see","rest"
"see someth",3,"see","someth"
"see want",3,"see","want"
"see ya",3,"see","ya"
"seed plant",3,"seed","plant"
"seek god",3,"seek","god"
"seem one",3,"seem","one"
"sen john",3,"sen","john"
"send love",3,"send","love"
"sept th",3,"sept","th"
"seri get",3,"seri","get"
"serial killer",3,"serial","killer"
"serious want",3,"serious","want"
"serv presid",3,"serv","presid"
"servic busi",3,"servic","busi"
"servic contract",3,"servic","contract"
"servic like",3,"servic","like"
"sesam oil",3,"sesam","oil"
"session beer",3,"session","beer"
"set free",3,"set","free"
"set just",3,"set","just"
"seton hall",3,"seton","hall"
"settl lawsuit",3,"settl","lawsuit"
"seven day",3,"seven","day"
"sever day",3,"sever","day"
"sever weather",3,"sever","weather"
"sew machin",3,"sew","machin"
"sexual assault",3,"sexual","assault"
"sexual transmit",3,"sexual","transmit"
"sf br",3,"sf","br"
"shakope man",3,"shakope","man"
"shall live",3,"shall","live"
"share blog",3,"share","blog"
"share children",3,"share","children"
"share idea",3,"share","idea"
"share reader",3,"share","reader"
"sheet bake",3,"sheet","bake"
"sheriff deputi",3,"sheriff","deputi"
"shook head",3,"shook","head"
"shop centr",3,"shop","centr"
"short film",3,"short","film"
"short list",3,"short","list"
"short post",3,"short","post"
"shot chest",3,"shot","chest"
"show everi",3,"show","everi"
"show go",3,"show","go"
"show just",3,"show","just"
"show last",3,"show","last"
"show like",3,"show","like"
"show us",3,"show","us"
"show world",3,"show","world"
"side effect",3,"side","effect"
"side side",3,"side","side"
"side wall",3,"side","wall"
"sign new",3,"sign","new"
"simon schuster",3,"simon","schuster"
"simpli put",3,"simpli","put"
"sinc day",3,"sinc","day"
"sinc got",3,"sinc","got"
"sinc im",3,"sinc","im"
"sinc made",3,"sinc","made"
"singl word",3,"singl","word"
"sit around",3,"sit","around"
"sit couch",3,"sit","couch"
"sky blue",3,"sky","blue"
"sleep one",3,"sleep","one"
"sleep well",3,"sleep","well"
"slight better",3,"slight","better"
"slight less",3,"slight","less"
"small school",3,"small","school"
"smile face",3,"smile","face"
"smile like",3,"smile","like"
"social abject",3,"social","abject"
"social justic",3,"social","justic"
"social servic",3,"social","servic"
"solid perform",3,"solid","perform"
"solut make",3,"solut","make"
"someon will",3,"someon","will"
"someth bad",3,"someth","bad"
"someth better",3,"someth","better"
"someth get",3,"someth","get"
"someth go",3,"someth","go"
"someth good",3,"someth","good"
"someth help",3,"someth","help"
"someth im",3,"someth","im"
"someth interest",3,"someth","interest"
"someth keep",3,"someth","keep"
"someth need",3,"someth","need"
"someth simpl",3,"someth","simpl"
"someth that",3,"someth","that"
"someth want",3,"someth","want"
"sometim im",3,"sometim","im"
"somewher els",3,"somewher","els"
"song call",3,"song","call"
"song im",3,"song","im"
"sound right",3,"sound","right"
"south carolina",3,"south","carolina"
"south platt",3,"south","platt"
"south sudan",3,"south","sudan"
"southwest dekalb",3,"southwest","dekalb"
"special need",3,"special","need"
"special occas",3,"special","occas"
"special place",3,"special","place"
"special thank",3,"special","thank"
"special treatment",3,"special","treatment"
"spent day",3,"spent","day"
"spent four",3,"spent","four"
"spent last",3,"spent","last"
"split apart",3,"split","apart"
"spot light",3,"spot","light"
"squar feet",3,"squar","feet"
"squar foot",3,"squar","foot"
"squarefoot hous",3,"squarefoot","hous"
"st georg",3,"st","georg"
"st jude",3,"st","jude"
"st luke",3,"st","luke"
"staff will",3,"staff","will"
"stamp imag",3,"stamp","imag"
"stand alon",3,"stand","alon"
"stand issu",3,"stand","issu"
"start begin",3,"start","begin"
"start career",3,"start","career"
"start go",3,"start","go"
"start read",3,"start","read"
"start right",3,"start","right"
"start today",3,"start","today"
"start use",3,"start","use"
"state final",3,"state","final"
"state includ",3,"state","includ"
"state look",3,"state","look"
"state offici",3,"state","offici"
"state pay",3,"state","pay"
"state sen",3,"state","sen"
"state will",3,"state","will"
"statement said",3,"statement","said"
"statement say",3,"statement","say"
"statu liberti",3,"statu","liberti"
"stay focus",3,"stay","focus"
"stay home",3,"stay","home"
"stay hour",3,"stay","hour"
"stay late",3,"stay","late"
"stay long",3,"stay","long"
"stay top",3,"stay","top"
"stay true",3,"stay","true"
"step forward",3,"step","forward"
"steve job",3,"steve","job"
"still aliv",3,"still","aliv"
"still dont",3,"still","dont"
"still give",3,"still","give"
"still hurt",3,"still","hurt"
"still like",3,"still","like"
"still need",3,"still","need"
"still quit",3,"still","quit"
"still tri",3,"still","tri"
"still use",3,"still","use"
"still young",3,"still","young"
"stop along",3,"stop","along"
"stop feel",3,"stop","feel"
"stop get",3,"stop","get"
"stop read",3,"stop","read"
"stop say",3,"stop","say"
"stori charact",3,"stori","charact"
"stori great",3,"stori","great"
"stori just",3,"stori","just"
"stori love",3,"stori","love"
"street band",3,"street","band"
"street journal",3,"street","journal"
"street sf",3,"street","sf"
"stretch run",3,"stretch","run"
"strong enough",3,"strong","enough"
"struggl help",3,"struggl","help"
"student said",3,"student","said"
"stuff like",3,"stuff","like"
"style can",3,"style","can"
"success make",3,"success","make"
"suffic say",3,"suffic","say"
"suk ask",3,"suk","ask"
"summer read",3,"summer","read"
"summer tour",3,"summer","tour"
"sunday morn",3,"sunday","morn"
"sunni day",3,"sunni","day"
"support can",3,"support","can"
"support effort",3,"support","effort"
"support say",3,"support","say"
"sure can",3,"sure","can"
"sure everi",3,"sure","everi"
"sure follow",3,"sure","follow"
"sure get",3,"sure","get"
"sure hope",3,"sure","hope"
"sure like",3,"sure","like"
"sure want",3,"sure","want"
"sure well",3,"sure","well"
"sure will",3,"sure","will"
"susquehanna river",3,"susquehanna","river"
"symphoni orchestra",3,"symphoni","orchestra"
"system includ",3,"system","includ"
"system serv",3,"system","serv"
"system work",3,"system","work"
"take action",3,"take","action"
"take break",3,"take","break"
"take breath",3,"take","breath"
"take chanc",3,"take","chanc"
"take day",3,"take","day"
"take effect",3,"take","effect"
"take everi",3,"take","everi"
"take extra",3,"take","extra"
"take form",3,"take","form"
"take job",3,"take","job"
"take lead",3,"take","lead"
"take pic",3,"take","pic"
"take pictur",3,"take","pictur"
"take serious",3,"take","serious"
"take year",3,"take","year"
"taken place",3,"taken","place"
"talk get",3,"talk","get"
"talk person",3,"talk","person"
"task forc",3,"task","forc"
"tast bud",3,"tast","bud"
"tast good",3,"tast","good"
"tax bill",3,"tax","bill"
"team can",3,"team","can"
"team compani",3,"team","compani"
"team member",3,"team","member"
"team start",3,"team","start"
"team think",3,"team","think"
"team won",3,"team","won"
"televis show",3,"televis","show"
"tell hope",3,"tell","hope"
"tell truth",3,"tell","truth"
"tell your",3,"tell","your"
"ten high",3,"ten","high"
"ten thousand",3,"ten","thousand"
"tendenc toward",3,"tendenc","toward"
"tenni court",3,"tenni","court"
"th grader",3,"th","grader"
"th street",3,"th","street"
"thank check",3,"thank","check"
"thank got",3,"thank","got"
"thank great",3,"thank","great"
"thank guy",3,"thank","guy"
"thank kind",3,"thank","kind"
"thank though",3,"thank","though"
"thank will",3,"thank","will"
"that like",3,"that","like"
"that lot",3,"that","lot"
"that need",3,"that","need"
"that part",3,"that","part"
"that pretti",3,"that","pretti"
"that probabl",3,"that","probabl"
"that right",3,"that","right"
"that say",3,"that","say"
